Unnamed: 0,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
9977,lingtiek,1029,3218,FALSE,3.127308066,348
9978,aglashartistry,1999,846,FALSE,0.423211606,911
9979,ye.vanessa,67,583,TRUE,8.701492537,42
9980,xiixxi,597,941,TRUE,1.576214405,1101
9981,shadnerlee,118,416,TRUE,3.525423729,47
9982,simplybnette,0,155,TRUE,155,0
9983,dillaaazman,165,770,TRUE,4.666666667,331
9984,ithinkurpretty_,23,179,TRUE,7.782608696,486
9985,nasyibasahari,657,2060,TRUE,3.135464231,2446
9986,rameshanti,174,221,FALSE,1.270114943,9
9987,neetamulani,744,4670,TRUE,6.27688172,1
9988,acewilly,370,577,TRUE,1.559459459,74
9989,sanz_ng,163,96,TRUE,0.588957055,32
9990,jaztals,84,34,FALSE,0.404761905,1
9991,ivyyzf13,413,1588,TRUE,3.84503632,309
9992,nuragrams,76,996,TRUE,13.10526316,373
9993,_cakeaddict_,516,1198,TRUE,2.321705426,481
9994,nonie_razni,1654,3555,FALSE,2.149334946,1162
9995,nana87khalisha05,477,1023,FALSE,2.144654088,1182
9996,amsyeo,155,424,TRUE,2.735483871,869
9997,yi.sheng.suo.ai,114,973,FALSE,8.535087719,2
9998,jenellemint,684,1626,TRUE,2.377192982,1637
9999,_watashi_no_namae_wa_meezito_,624,2655,TRUE,4.254807692,384
10000,preity31,422,828,FALSE,1.962085308,382
10001,pauline_peaceluvjoy,812,491,TRUE,0.604679803,713
10002,jolenesiow,75,553,TRUE,7.373333333,561
10003,kalkal_88,321,714,TRUE,2.224299065,199
10004,stephxlj,545,1021,TRUE,1.873394495,68
10005,chenhm,2728,4201,FALSE,1.539956012,5332
10006,basirahghaffor,282,630,FALSE,2.234042553,13
10007,fhoonglaidoris,101,192,TRUE,1.900990099,30
10008,garciaastra,269,711,TRUE,2.643122677,32
10009,iman_qasehmelyaasyah,515,2358,TRUE,4.578640777,488
10010,free_mala7432,869,4954,FALSE,5.700805524,32
10011,jazeltwy,754,1180,TRUE,1.564986737,43
10012,agatesuiseki21,474,2188,FALSE,4.616033755,170
10013,ramalfa13,112,462,TRUE,4.125,42
10014,kalaivani_1112,130,343,TRUE,2.638461538,25
10015,seowml,105,348,TRUE,3.314285714,66
10016,theselfobsessed,218,1290,TRUE,5.917431193,2539
10017,jocelyntan89,258,263,FALSE,1.019379845,434
10018,nooraneesha,157,790,TRUE,5.031847134,122
10019,lugo0302,60,103,FALSE,1.716666667,162
10020,shereen_yht,148,555,TRUE,3.75,0
10021,iammariambegum,172,771,TRUE,4.48255814,299
10022,capricorngirlie,552,1280,TRUE,2.31884058,1033
10023,venny_goh,945,1189,FALSE,1.258201058,1029
10024,rainbow7282838,0,1971,TRUE,1971,1467
10025,irwani69,133,714,TRUE,5.368421053,8
10026,moonshinetea,133,714,TRUE,5.368421053,8
10027,sblovelytan101,65,1447,TRUE,22.26153846,560
10028,lockilicious82,59,942,TRUE,15.96610169,50
10029,jxprawnie,0,1440,TRUE,1440,154
10030,junsapen,394,2349,TRUE,5.961928934,175
10031,antzaoka,545,1319,FALSE,2.420183486,146
10032,yrwei,140,528,TRUE,3.771428571,188
10033,healthy_living977,2,387,TRUE,193.5,0
10034,cloudiecynn,64,250,TRUE,3.90625,565
10035,elffaw00,72,296,TRUE,4.111111111,67
10036,nrlmrh,158,746,TRUE,4.721518987,2
10037,lilmorgiebear,33,835,TRUE,25.3030303,226
10038,fifi1427,327,2514,TRUE,7.688073394,6
10039,anne_tlk,284,1160,TRUE,4.084507042,301
10040,yishunliushabao,29,534,TRUE,18.4137931,1873
10041,nicemumzilla,36,61,FALSE,1.694444444,14
10042,farelynn.farah,371,1747,TRUE,4.708894879,197
10043,fairyharay,522,2428,TRUE,4.651340996,2280
10044,ismia_ny,19,502,TRUE,26.42105263,2
10045,crystalyeoyo,51,530,TRUE,10.39215686,0
10046,diana_suvito,134,2606,TRUE,19.44776119,100
10047,6i.xia,84,175,TRUE,2.083333333,14
10048,sheisaworkerholic,446,731,TRUE,1.639013453,3724
10049,evodanseur,397,890,TRUE,2.241813602,80
10050,anntan_sw,407,565,TRUE,1.388206388,425
10051,adniel_yuki,838,3071,TRUE,3.664677804,1200
10052,mousie_mousie,240,484,TRUE,2.016666667,543
10053,ang.meizhen,95,384,TRUE,4.042105263,390
10054,karinelovex3,533,334,TRUE,0.626641651,1097
10055,aineesar,29,1434,TRUE,49.44827586,53
10056,bibianpooh,332,939,TRUE,2.828313253,191
10057,geoglogy,1370,4525,FALSE,3.302919708,1484
10058,shameema_amar,759,1403,FALSE,1.848484848,748
10059,rainbowstory101,1421,920,FALSE,0.647431386,340
10060,sheryl_cyl,305,689,TRUE,2.259016393,114
10061,julianayjx,743,597,TRUE,0.803499327,844
10062,rubyt82,130,445,TRUE,3.423076923,10
10063,overandover4gain,130,445,TRUE,3.423076923,10
10064,il211092,19,230,TRUE,12.10526316,37
10065,suhaida_johari,603,1244,TRUE,2.063018242,494
10066,thebeadingbuddies,1512,98,FALSE,0.064814815,669
10067,eda.alhinduan,139,212,FALSE,1.525179856,10
10068,jhamskii,159,398,TRUE,2.503144654,198
10069,dhiahli,438,975,TRUE,2.226027397,140
10070,naumashezadarif,617,2380,TRUE,3.857374392,608
10071,anna_githa,441,1912,TRUE,4.335600907,99
10072,kymgoh28,46,491,TRUE,10.67391304,2
10073,shokureun,500,2312,FALSE,4.624,160
10074,delisha_matin46,137,826,TRUE,6.02919708,52
10075,shasyafiqah,269,979,TRUE,3.639405204,55
10076,aslegacysingapura,1252,1589,FALSE,1.269169329,3136
10077,_02pandora,15,1312,TRUE,87.46666667,19
10078,kellycadebby,137,834,TRUE,6.087591241,149
10079,suraiyahmdyussof,123,5942,TRUE,48.30894309,237
10080,weiyin91,217,492,TRUE,2.267281106,11
10081,jade.jade.jadyn,819,1403,TRUE,1.713064713,97
10082,chooontheroad,29,118,TRUE,4.068965517,124
10083,estherhengheng,72,1108,TRUE,15.38888889,73
10084,fishesandteasweeterthansweet,53,1407,TRUE,26.54716981,2437
10085,stkgstan,272,625,TRUE,2.297794118,41
10086,elenasophiely,67,64,TRUE,0.955223881,30
10087,baoisthequeen,875,1920,TRUE,2.194285714,4236
10088,lily_tulipsunshine77,123,1086,TRUE,8.829268293,95
10089,crystellecrystell,1103,7502,TRUE,6.801450589,142
10090,absolutlyayu,628,3274,TRUE,5.213375796,1102
10091,karen_tanbuurman,317,348,FALSE,1.097791798,592
10092,nurbudyhasni,177,659,TRUE,3.723163842,119
10093,cynthia_laau,252,1875,FALSE,7.44047619,0
10094,michluvlyfe,58,870,TRUE,15,1623
10095,yong.amber,81,291,TRUE,3.592592593,72
10096,marieangelib,623,7494,FALSE,12.02889246,14
10097,ninaezhar,94,1392,TRUE,14.80851064,105
10098,rudziahj,265,3021,FALSE,11.4,56
10099,bellalow73,82,3079,TRUE,37.54878049,48
10100,tiq_zad,52,1230,TRUE,23.65384615,162
10101,crystalfleas,18,14,TRUE,0.777777778,3
10102,muilkyway,52,1363,TRUE,26.21153846,376
10103,jarjar_yus,460,1531,TRUE,3.32826087,824
10104,_notinuseanymre06,261,853,TRUE,3.268199234,0
10105,clare.liu.wj,88,346,TRUE,3.931818182,1664
10106,airus06,133,1390,FALSE,10.45112782,0
10107,lilingxx,585,747,TRUE,1.276923077,16
10108,geekymint,488,525,TRUE,1.075819672,27
10109,uniquely_craftstitch,55,87,FALSE,1.581818182,49
10110,etheliim,560,934,TRUE,1.667857143,103
10111,christina.nana.528,451,813,TRUE,1.802660754,204
10112,thiscelinedioncannotsing,381,669,TRUE,1.755905512,1
10113,mashhmallow,789,2711,TRUE,3.43599493,443
10114,casstancass,36,93,TRUE,2.583333333,0
10115,sanastasias,186,395,TRUE,2.123655914,76
10116,martinatan8,39,27,FALSE,0.692307692,0
10117,stephystephanine,34,650,TRUE,19.11764706,45
10118,maribeljoy13,452,408,TRUE,0.902654867,104
10119,crystal.love________,282,362,FALSE,1.283687943,3
10120,drummingkitten,1100,618,FALSE,0.561818182,358
10121,elsielhy,146,140,TRUE,0.95890411,39
10122,lau2gwapa,420,1778,TRUE,4.233333333,1265
10123,stephyeliza,106,2142,TRUE,20.20754717,0
10124,time.n.mind.stones,689,342,FALSE,0.496371553,168
10125,xinyingwxy,192,573,TRUE,2.984375,868
10126,idreamofunicornsssssssssss,0,17,TRUE,17,4
10127,xx.x.xxh,0,998,TRUE,998,0
10128,arienvalo,728,1217,FALSE,1.671703297,3698
10129,dian_postnatal,1214,1858,TRUE,1.530477759,399
10130,x1up1ng,287,571,TRUE,1.989547038,1277
10131,pauline_kin,119,1576,TRUE,13.24369748,59
10132,crystall_moon,94,181,TRUE,1.925531915,346
10133,imra_mansor,248,412,TRUE,1.661290323,6
10134,yihui07,63,65,TRUE,1.031746032,24
10135,fuyuko_nyj,164,2111,TRUE,12.87195122,1093
10136,citraagusten,1124,2966,TRUE,2.638790036,227
10137,hk.patricia,46,212,TRUE,4.608695652,32
10138,annkay85,583,3515,TRUE,6.02915952,170
10139,countingmygoodblessings,1,303,TRUE,303,13
10140,keigem.co,340,697,FALSE,2.05,128
10141,chiaxiner,170,252,TRUE,1.482352941,559
10142,reenreen_lee,235,477,FALSE,2.029787234,30
10143,joos_kitchen,209,908,FALSE,4.344497608,1466
10144,foxyfazy,258,1014,FALSE,3.930232558,13
10145,siewzen,456,355,TRUE,0.778508772,99
10146,shanice.xj,311,1473,TRUE,4.736334405,529
10147,notchannyy,1095,542,FALSE,0.494977169,444
10148,peacemakercandles,204,307,FALSE,1.504901961,277
10149,nicolexingmei,419,1300,FALSE,3.102625298,146
10150,_glowygems,49,112,FALSE,2.285714286,28
10151,insta.worldcrystal,567,766,FALSE,1.350970018,82
10152,verindachoo,49,8,FALSE,0.163265306,0
10153,monmonfei,360,709,TRUE,1.969444444,30
10154,crystals_treasure21,4347,5476,FALSE,1.259719347,981
10155,shea7_shea7,8,57,TRUE,7.125,6
10156,airporkqi,45,45,FALSE,1,2
10157,ling_cheah,381,557,TRUE,1.461942257,808
10158,kozw_,776,673,TRUE,0.867268041,2
10159,shree_jewellers2021,16,128,FALSE,8,5
10160,pinky.theporky,27,79,TRUE,2.925925926,0
10161,thera.joane,1051,2201,TRUE,2.094196004,92
10162,leiame.co,65,205,FALSE,3.153846154,153
10163,suhaidah_habeed,304,2867,TRUE,9.430921053,1553
10164,st3phtan,202,755,TRUE,3.737623762,2814
10165,jacquelineodelia,66,294,TRUE,4.454545455,0
10166,tang.xinxing,695,1936,FALSE,2.785611511,87
10167,lilmisslate,594,782,TRUE,1.316498316,1529
10168,atelier.nanae.iwami,1008,845,FALSE,0.838293651,248
10169,fion_yang,374,1055,FALSE,2.820855615,927
10170,woshilingmong_xiu,86,223,TRUE,2.593023256,677
10171,drea.ng,164,210,TRUE,1.280487805,122
10172,ji_ru2122,203,184,FALSE,0.906403941,345
10173,kaikoontan,183,298,TRUE,1.628415301,1668
10174,jenny.tengg,19,63,FALSE,3.315789474,0
10175,hazel.wong.14019338,24,69,FALSE,2.875,0
10176,ng_jenjen,168,837,TRUE,4.982142857,106
10177,larissa.h.tan,479,274,FALSE,0.572025052,2467
10178,nurulfathia,1444,1180,TRUE,0.817174515,43
10179,chasing.fox,102,292,TRUE,2.862745098,650
10180,boopteehee,1410,2657,FALSE,1.884397163,807
10181,wen_lian_86,435,982,FALSE,2.257471264,171
10182,t.kerdmeetun,43,113,TRUE,2.627906977,12
10183,indostone_,978,2708,FALSE,2.768916155,503
10184,tsengmui,63,382,TRUE,6.063492063,825
10185,audreyk0h,814,1503,FALSE,1.846437346,784
10186,lalalandella,163,1181,FALSE,7.245398773,1
10187,augustinecck,21,20,FALSE,0.952380952,4
10188,jocethm,421,1146,FALSE,2.722090261,162
10189,devinvimala,73,1353,TRUE,18.53424658,0
10190,jeslinreneejoven,442,898,TRUE,2.031674208,297
10191,miyavbi,1,225,TRUE,225,0
10192,tqiaoli,853,733,FALSE,0.859320047,43
10193,ongsm95,337,1231,TRUE,3.652818991,83
10194,vyvykyler_nailistic,829,4349,TRUE,5.246079614,1437
10195,safarramadhan2865,121,332,FALSE,2.743801653,0
10196,aifa_chubbyrose,668,403,TRUE,0.603293413,67
10197,j3ssicaliang,70,125,TRUE,1.785714286,49
10198,txrine,805,349,TRUE,0.433540373,8
10199,bunnyqwennie,1007,360,TRUE,0.357497517,132
10200,_kateyk,839,814,TRUE,0.970202622,288
10201,mikiloh,198,147,TRUE,0.742424242,64
10202,xbelieving_.in._thyselfx,223,2928,TRUE,13.13004484,3700
10203,tulipplim,287,930,FALSE,3.240418118,124
10204,whitejadeting_,636,1860,FALSE,2.924528302,1097
10205,rootsstalks,22,291,TRUE,13.22727273,807
10206,insanelychubby,250,310,TRUE,1.24,1648
10207,mich.law29,44,49,FALSE,1.113636364,12
10208,sarita_giri_jadhav,408,2630,TRUE,6.446078431,7
10209,i_am_goopiez,103,172,TRUE,1.669902913,97
10210,suepingg,6,473,TRUE,78.83333333,0
10211,xin.moments,120,520,TRUE,4.333333333,99
10212,kikosy,514,315,TRUE,0.612840467,103
10213,cutie_mouse_me,82,727,TRUE,8.865853659,927
10214,aprilsongjl,259,304,TRUE,1.173745174,5
10215,ohhmystephy,277,352,FALSE,1.270758123,336
10216,wen2807,71,286,FALSE,4.028169014,0
10217,jewelry_stone_warehouse,1038,2172,FALSE,2.092485549,1003
10218,imsointoyouyouyou,314,628,TRUE,2,192
10219,iamkahmoon,1395,1159,FALSE,0.830824373,774
10220,greennthinking,164,1703,FALSE,10.38414634,17
10221,elfi319,260,1884,TRUE,7.246153846,525
10222,aesliet,104,777,FALSE,7.471153846,730
10223,binbin.victoria.huang,693,632,TRUE,0.911976912,2027
10224,doudouhuahuaaaaa,57,661,TRUE,11.59649123,713
10225,j.__.nice,98,137,FALSE,1.397959184,0
10226,carolinetay64,56,323,TRUE,5.767857143,39
10227,minying.chen.3,47,101,TRUE,2.14893617,0
10228,xindi10,40,157,TRUE,3.925,16
10229,_rachel_chin,27,77,TRUE,2.851851852,392
10230,lalaqueen,635,1726,FALSE,2.718110236,19
10231,gejoan1980,83,260,TRUE,3.13253012,71
10232,etyr_,666,326,TRUE,0.489489489,17
10233,vonnieloh,362,1289,TRUE,3.560773481,511
10234,liyiingchen,482,403,FALSE,0.836099585,42
10235,xiang_crystal_wholesale,1489,2056,FALSE,1.380792478,1157
10236,xinyiazure,9,14,TRUE,1.555555556,0
10237,jexson2021,933,2502,FALSE,2.681672026,103
10238,luisyun,179,333,FALSE,1.860335196,349
10239,izaaa,316,1040,TRUE,3.291139241,682
10240,karmun0310,1107,993,TRUE,0.89701897,408
10241,99999.888888l,0,4095,TRUE,4095,0
10242,niujnsg,97,252,TRUE,2.597938144,51
10243,huanminn,493,359,TRUE,0.728194726,2343
10244,sanshainbea,113,165,FALSE,1.460176991,101
10245,xingyuxx,345,502,TRUE,1.455072464,0
10246,jenniewong1762,22,163,TRUE,7.409090909,7
10247,chuilii,641,754,TRUE,1.176287051,1518
10248,sidney.wq,171,181,FALSE,1.058479532,598
10249,teohweekiang,18,27,TRUE,1.5,3
10250,kendy_mei,407,1111,FALSE,2.72972973,595
10251,jass._.j,3,88,TRUE,29.33333333,15
10252,njnjes,331,517,TRUE,1.561933535,1263
10253,belle_nuit,1447,1396,TRUE,0.964754665,242
10254,lps_08,83,257,TRUE,3.096385542,6
10255,bigbeadybabe,166,153,FALSE,0.921686747,29
10256,lizhu2712,2202,4262,FALSE,1.93551317,229
10257,surianilixia,65,158,FALSE,2.430769231,0
10258,loldollmama,19,215,FALSE,11.31578947,6
10259,mingli_tok,271,494,TRUE,1.822878229,512
10260,joeychinkimmei,133,177,FALSE,1.330827068,96
10261,chengyee_tang,74,319,TRUE,4.310810811,48
10262,veratan81,236,784,TRUE,3.322033898,195
10263,mochaswiss,14,147,TRUE,10.5,1
10264,goldieboy_goldiecox,106,208,TRUE,1.962264151,66
10265,weiweinomx,283,1187,TRUE,4.19434629,1831
10266,niselaw,13,140,TRUE,10.76923077,0
10267,loveloveireneirene,317,761,FALSE,2.400630915,68
10268,leenbaby2308,264,367,FALSE,1.390151515,40
10269,happysisa,74,178,TRUE,2.405405405,27
10270,94.303,131,393,TRUE,3,88
10271,jay_chitra,5939,1858,FALSE,0.312847281,1011
10272,amaryllisaw,1589,670,FALSE,0.421648836,69
10273,sg_bee_me,1048,2312,TRUE,2.20610687,662
10274,estee0112,106,487,TRUE,4.594339623,283
10275,i.liew,91,99,FALSE,1.087912088,0
10276,chocolatecrazy13,6,156,TRUE,26,573
10277,ginnypow,46,65,TRUE,1.413043478,12
10278,sandyng1509,356,1930,TRUE,5.421348315,50
10279,estherc.cai,356,1930,TRUE,5.421348315,50
10280,_tresbeautresbelle_palingmanis,10766,1762,TRUE,0.163663385,14681
10281,feoncha,551,570,FALSE,1.034482759,662
10282,mich_tantan,237,1017,TRUE,4.291139241,69
10283,applepined,471,990,FALSE,2.101910828,1122
10284,l33_p3i,164,287,TRUE,1.75,27
10285,nudeandjar,3597,86,FALSE,0.023908813,98
10286,christyecm,38,69,FALSE,1.815789474,0
10287,effahakina,735,6174,TRUE,8.4,167
10288,little.mumulin,27,1140,TRUE,42.22222222,5
10289,janejanespices,5,61,TRUE,12.2,1
10290,i_lead_my_own_life,192,576,TRUE,3,198
10291,dorisgsg1956,27,29,FALSE,1.074074074,1
10292,kittyciaa,98,679,TRUE,6.928571429,69
10293,mbeautyroomkk,320,329,FALSE,1.028125,48
10294,aysha.ong,136,72,FALSE,0.529411765,60
10295,regina_resa,414,2519,TRUE,6.084541063,680
10296,chia0019,137,216,TRUE,1.576642336,82
10297,huhu_gotlulu,1,175,TRUE,175,0
10298,okiedokie88,30,176,TRUE,5.866666667,83
10299,shirleyongchan,213,559,TRUE,2.624413146,84
10300,gracies2019,20,27,FALSE,1.35,0
10301,ashkea,225,497,FALSE,2.208888889,362
10302,clarra_tang,686,1217,FALSE,1.774052478,371
10303,beauty4you77,1233,1872,FALSE,1.518248175,405
10304,miznahamid_,596,1089,FALSE,1.827181208,17
10305,imsiewhai,119,424,FALSE,3.56302521,5
10306,alicenyl,13,99,TRUE,7.615384615,9
10307,omaung75,61,313,FALSE,5.131147541,10
10308,hellolemonnnnnn,134,1391,TRUE,10.38059701,2
10309,aishwarrior,833,3618,TRUE,4.343337335,506
10310,nishajijaykumar,972,1716,TRUE,1.765432099,84
10311,srikandiputri,57,2198,TRUE,38.56140351,1920
10312,errchan,346,642,FALSE,1.855491329,422
10313,candicetlx,229,231,TRUE,1.008733624,58
10314,mishisushi,1387,3113,FALSE,2.244412401,1321
10315,charabyt,281,1228,TRUE,4.370106762,775
10316,benberryasia,50,42,FALSE,0.84,25
10317,celene_yu,110,273,TRUE,2.481818182,98
10318,purpleeheart55,70,1177,TRUE,16.81428571,0
10319,dawn_neo,152,459,TRUE,3.019736842,1146
10320,lynnaurah,118,881,TRUE,7.466101695,358
10321,ojesh_mildred,125,304,FALSE,2.432,918
10322,devinarajpal,55,2009,TRUE,36.52727273,0
10323,perlz_lin,56,366,TRUE,6.535714286,190
10324,ppbaobao202,128,527,TRUE,4.1171875,316
10325,themamabeads,572,1165,FALSE,2.036713287,21
10326,loveinbetween,528,746,TRUE,1.412878788,1645
10327,thereselau,76,255,TRUE,3.355263158,69
10328,jeweljgpr,56,135,TRUE,2.410714286,31
10329,ummufawwaz168,163,512,TRUE,3.141104294,5
10330,joycejn3384,53,109,TRUE,2.056603774,105
10331,ah_chchoo,88,5361,TRUE,60.92045455,0
10332,shiroi_sangatsu,17,69,FALSE,4.058823529,69
10333,momomoschino,57,852,FALSE,14.94736842,0
10334,yhsayshi,193,747,TRUE,3.870466321,287
10335,itzjust_grace,38,165,TRUE,4.342105263,555
10336,rece_renee1,550,1726,FALSE,3.138181818,2783
10337,_miaoling,123,632,TRUE,5.138211382,57
10338,furristica,397,460,FALSE,1.158690176,205
10339,indoenergy_eartcrystal,2416,7039,FALSE,2.913493377,543
10340,dada_etyy_18,121,332,TRUE,2.743801653,73
10341,melisloveee,3718,1607,TRUE,0.432221625,1995
10342,oh.serendipity.crystal,111,207,FALSE,1.864864865,15
10343,7inda87,284,270,FALSE,0.950704225,874
10344,janetohsy,200,618,TRUE,3.09,741
10345,azlean.16,52,195,TRUE,3.75,78
10346,aqillizqisya,153,402,TRUE,2.62745098,1633
10347,mindxcircus,359,1530,TRUE,4.26183844,673
10348,miko3029,190,454,TRUE,2.389473684,110
10349,mialim88,364,468,TRUE,1.285714286,1473
10350,yoonhoong,139,91,FALSE,0.654676259,19
10351,sisihong,536,865,FALSE,1.61380597,910
10352,boba_ru,64,751,TRUE,11.734375,134
10353,caminhyun.h,117,1110,TRUE,9.487179487,549
10354,emomotamus,1140,544,FALSE,0.477192982,4065
10355,gladyscasati,1587,1038,TRUE,0.654064272,2448
10356,anida_md,221,2049,TRUE,9.271493213,62
10357,kellyy.teo,6,323,TRUE,53.83333333,0
10358,sheemahzainal,350,883,FALSE,2.522857143,43
10359,akiiyu_t,1,130,TRUE,130,4
10360,meishan_t,412,991,TRUE,2.405339806,129
10361,charaminew,134,1695,TRUE,12.64925373,0
10362,sy4451,43,52,FALSE,1.209302326,0
10363,stylewithmisstracy,5199,3211,FALSE,0.617618773,807
10364,butterflydreamer111,1613,1506,TRUE,0.93366398,2414
10365,charmaine_siew24,584,592,FALSE,1.01369863,484
10366,jassicalmf18,68,36,FALSE,0.529411765,32
10367,77siewching,32,48,TRUE,1.5,2
10368,aprilzhuopeihua,1064,4353,FALSE,4.091165414,416
10369,becauseilove_shopping,14,394,FALSE,28.14285714,0
10370,kiokoangel,606,1897,FALSE,3.130363036,1378
10371,8rendalin,407,825,TRUE,2.027027027,79
10372,gerbb9,235,783,TRUE,3.331914894,834
10373,aaggby,92,635,TRUE,6.902173913,1436
10374,nidznad,843,2088,TRUE,2.476868327,355
10375,junelaureane,406,638,TRUE,1.571428571,650
10376,runawaycandy,819,2502,TRUE,3.054945055,1759
10377,w0debaby,419,695,TRUE,1.658711217,1291
10378,porstacy,47,9,FALSE,0.191489362,0
10379,cue.pjay,271,485,TRUE,1.789667897,154
10380,lynnyiew323,660,2530,TRUE,3.833333333,83
10381,happy_heart_essential_oil,441,686,FALSE,1.555555556,378
10382,sunnieyx,393,2023,TRUE,5.147582697,444
10383,irist2112,150,367,TRUE,2.446666667,309
10384,sil_ver0517,0,93,TRUE,93,0
10385,lene.wee,10,63,TRUE,6.3,0
10386,missyblack15,288,724,TRUE,2.513888889,523
10387,baby_qi0511,8,17,TRUE,2.125,2
10388,yingchunlow,1,94,TRUE,94,1
10389,love_minmore,112,1358,TRUE,12.125,305
10390,cavalier_taek,45,254,FALSE,5.644444444,3
10391,xujingjia,3,56,TRUE,18.66666667,1721
10392,reginekaneshiro1105,195,852,TRUE,4.369230769,36
10393,dreamingofsplendidgems,1372,2750,FALSE,2.004373178,519
10394,sue_layman,65,69,FALSE,1.061538462,1
10395,carrieislala,135,618,TRUE,4.577777778,1466
10396,ying.ver.2.7,320,1747,TRUE,5.459375,601
10397,pauuliineeee,24,95,TRUE,3.958333333,6
10398,hollandpotato,299,1346,FALSE,4.501672241,891
10399,prisclee,206,591,TRUE,2.868932039,53
10400,intanmia525,56,44,FALSE,0.785714286,24
10401,yinghui10,174,168,FALSE,0.965517241,55
10402,scullyzee,71,65,FALSE,0.915492958,18
10403,brendokipo,77,177,TRUE,2.298701299,593
10404,chinbeeee,971,739,FALSE,0.761071061,1719
10405,shellasotong,113,545,TRUE,4.82300885,48
10406,ainilee88,138,469,TRUE,3.398550725,148
10407,lysandraliz,736,5781,TRUE,7.854619565,3977
10408,sesirelove,60,325,TRUE,5.416666667,122
10409,maiyamuhriz,139,873,TRUE,6.28057554,150
10410,annamarieaac,113,497,TRUE,4.398230088,246
10411,angelinelim85,57,98,TRUE,1.719298246,0
10412,wyp_ping55,185,769,FALSE,4.156756757,60
10413,sitiii_lee,637,4491,TRUE,7.050235479,1787
10414,alliethemissy,468,350,TRUE,0.747863248,12
10415,winksnow,4,101,TRUE,25.25,0
10416,carinechiok,20,90,TRUE,4.5,15
10417,lilyteolc,1142,932,FALSE,0.816112084,892
10418,hoodoreen,30,152,TRUE,5.066666667,3
10419,okjannikki,532,1064,FALSE,2,138
10420,warnda,267,833,TRUE,3.119850187,68
10421,wendybriseis,94,791,TRUE,8.414893617,9451
10422,rachelstarz,109,999,TRUE,9.165137615,108
10423,skincareapril22jane,721,1651,FALSE,2.289875173,804
10424,euniceksh,913,1787,FALSE,1.95728368,914
10425,xiuxiu87,364,1181,TRUE,3.244505495,454
10426,boeyjessie,110,2341,TRUE,21.28181818,350
10427,l_alk_26,47,111,TRUE,2.361702128,0
10428,xx.bxby_nurxl.xx,47,111,TRUE,2.361702128,0
10429,abbyxx,199,5047,TRUE,25.36180905,14
10430,irlywish,4,898,TRUE,224.5,0
10431,elynsim,44,198,TRUE,4.5,111
10432,zpalice,50,380,FALSE,7.6,94
10433,nourelhales,253,993,TRUE,3.924901186,308
10434,sillyilimillie,414,748,TRUE,1.806763285,334
10435,byeol_crystals,125,680,FALSE,5.44,15
10436,gineginechan,134,291,TRUE,2.171641791,75
10437,crystal_lovers___,1115,3601,FALSE,3.229596413,697
10438,bubbleshiok,203,206,FALSE,1.014778325,259
10439,py_pauline,106,376,TRUE,3.547169811,21
10440,teriblurlove,593,1471,FALSE,2.480607083,808
10441,magdalenetaychien,1100,1226,FALSE,1.114545455,2379
10442,babemariae,265,1268,FALSE,4.78490566,314
10443,_beautyofblackandwhite_,401,895,TRUE,2.2319202,163
10444,liingx,577,573,FALSE,0.993067591,656
10445,omgminicollection,99,353,FALSE,3.565656566,1
10446,jorish85,616,1711,TRUE,2.777597403,217
10447,forbiddenlilyart,164,1353,FALSE,8.25,394
10448,azizahsuriza,619,4300,TRUE,6.946688207,8
10449,sharonchiasj,1232,1002,FALSE,0.813311688,3494
10450,aishahsahar,776,1006,FALSE,1.296391753,16
10451,_.ra__en._,518,1466,FALSE,2.83011583,0
10452,nny00._,518,1466,FALSE,2.83011583,0
10453,aud_awesome,139,912,TRUE,6.561151079,14
10454,mcww1105,42,291,TRUE,6.928571429,57
10455,yourholymama,662,562,TRUE,0.848942598,55
10456,piggerellas,131,238,TRUE,1.816793893,31
10457,jennabunnz,2732,734,TRUE,0.268667643,3
10458,erinni3,264,3779,TRUE,14.31439394,0
10459,esther_siewling,115,259,TRUE,2.252173913,394
10460,sparkles.plus,283,910,FALSE,3.215547703,31
10461,liambear0619,245,737,TRUE,3.008163265,3259
10462,sixuan_goh,607,666,TRUE,1.097199341,412
10463,juncats,228,542,TRUE,2.377192982,480
10464,kuroiyuko,150,288,TRUE,1.92,298
10465,oohsomel,214,512,TRUE,2.392523364,279
10466,c.i.e.n,160,623,TRUE,3.89375,102
10467,joycek11,157,811,TRUE,5.165605096,5
10468,karenteoh25,5,3614,TRUE,722.8,0
10469,dulcinea_hazi,246,382,TRUE,1.552845528,433
10470,xxkrischimxx,151,559,FALSE,3.701986755,69
10471,abigailayj,827,702,TRUE,0.84885127,57
10472,d_y_w_l,145,348,TRUE,2.4,1015
10473,wombat300,287,694,FALSE,2.418118467,2391
10474,sg_igshopaholic,38,185,FALSE,4.868421053,12
10475,angie_2104,99,566,TRUE,5.717171717,39
10476,yip_heng,132,176,FALSE,1.333333333,0
10477,dahleen_97,77,696,TRUE,9.038961039,18
10478,ohmyanchovy,253,684,TRUE,2.703557312,209
10479,spiny.crystals,1845,1685,FALSE,0.913279133,136
10480,mvcalub,327,158,FALSE,0.483180428,0
10481,iranirwan,1533,2088,FALSE,1.362035225,4450
10482,bbeautyqueenie,2191,4570,FALSE,2.085805568,0
