Unnamed: 0,follower,no_of_followers,no_of_followees,is_private,ratio,no_of_posts
8285,lingcalligraphy,481,454,FALSE,0.943866944,1073
8286,syalynn,904,2734,TRUE,3.024336283,3419
8287,rosyblu,120,1999,TRUE,16.65833333,13
8288,ahpingahhh,450,544,TRUE,1.208888889,145
8289,haezmogloblin,1106,704,FALSE,0.636528029,131
8290,fiqa_said,297,2029,TRUE,6.831649832,66
8291,missiejo,513,1178,TRUE,2.296296296,437
8292,mainellee,127,430,TRUE,3.385826772,73
8293,shirley20182018,30,112,FALSE,3.733333333,0
8294,jozkatz,1243,791,TRUE,0.636363636,263
8295,pearkhoo,140,303,TRUE,2.164285714,265
8296,tyiteng,216,1188,TRUE,5.5,78
8297,brenlinjinting,342,1989,TRUE,5.815789474,1290
8298,nisaahm,350,2452,TRUE,7.005714286,328
8299,yumekui_momo,1301,2277,FALSE,1.75019216,597
8300,memowhy_,588,815,TRUE,1.386054422,1313
8301,marvelous1294,26,82,FALSE,3.153846154,3
8302,s_inalah,569,1586,TRUE,2.787346221,90
8303,na_tasya_anna,219,465,TRUE,2.123287671,128
8304,jancheah_ly,65,165,TRUE,2.538461538,0
8305,syazwaneeeadnan,761,1928,TRUE,2.533508541,205
8306,nur_sahiddah,117,1345,TRUE,11.4957265,726
8307,_.mairahhhh,449,438,TRUE,0.975501114,0
8308,elysian_lunette,16,10,FALSE,0.625,6
8309,tiaxrahman,249,3900,TRUE,15.6626506,26
8310,xisforextra,25,747,TRUE,29.88,1341
8311,crystal_yupp,1143,617,FALSE,0.539807524,1009
8312,inmindpalace,18,758,TRUE,42.11111111,134
8313,petal_bud,90,759,TRUE,8.433333333,26
8314,thegemsalley,225,75,FALSE,0.333333333,78
8315,janel_eekim,8,131,TRUE,16.375,1
8316,purpurme,151,1037,TRUE,6.867549669,198
8317,ppohhh,116,177,TRUE,1.525862069,25
8318,mayho.sg,521,818,FALSE,1.570057582,96
8319,leah.m.hudson,47,1001,TRUE,21.29787234,386
8320,funnyying,289,609,TRUE,2.107266436,96
8321,meichion,139,225,TRUE,1.618705036,690
8322,naygyiwin,436,483,TRUE,1.107798165,64
8323,peisi_goh,8,97,TRUE,12.125,12
8324,leejoannex,144,282,FALSE,1.958333333,234
8325,___jasmineeeee___,214,372,TRUE,1.738317757,151
8326,rainlovexx,163,3455,TRUE,21.19631902,2330
8327,weilin.chew,207,393,TRUE,1.898550725,377
8328,leeza_rahman,566,1958,TRUE,3.459363958,27
8329,nina_nas09,1635,3436,TRUE,2.101529052,6
8330,bluetoucan87,70,254,TRUE,3.628571429,422
8331,prisstan,3330,2530,TRUE,0.75975976,1871
8332,rusilahshiella,161,216,FALSE,1.341614907,73
8333,liltiggie,179,918,TRUE,5.12849162,0
8334,khar_suan,22,1326,TRUE,60.27272727,1
8335,o.jiayi,55,582,TRUE,10.58181818,4
8336,janky1988,45,136,FALSE,3.022222222,33
8337,shz.zrty,1804,1595,FALSE,0.884146341,283
8338,txyc,284,588,TRUE,2.070422535,163
8339,bootyfulcat,19,414,TRUE,21.78947368,2301
8340,sharmilaa_balaji,117,434,TRUE,3.709401709,125
8341,nida_iryana,194,1220,TRUE,6.288659794,277
8342,keldash,176,2555,TRUE,14.51704545,57
8343,meizhen9,157,805,TRUE,5.127388535,267
8344,il0vecookiemonster,16,38,TRUE,2.375,1089
8345,rohana.bbakri,16,98,TRUE,6.125,1
8346,simplymi.xx,221,456,TRUE,2.063348416,304
8347,lilprettythingz,138,118,TRUE,0.855072464,0
8348,lex_le_ne,462,2319,FALSE,5.019480519,1632
8349,priyapandiyan,126,524,TRUE,4.158730159,144
8350,shareenplantingdaisies,262,1315,TRUE,5.019083969,506
8351,chelcrystals,129,78,FALSE,0.604651163,1
8352,ckellyinting,887,1002,FALSE,1.129650507,1195
8353,llyxa,946,794,TRUE,0.839323467,75
8354,yuhui.tan,316,374,TRUE,1.183544304,75
8355,fwoceansky,8,340,FALSE,42.5,0
8356,saraamamma,729,1225,FALSE,1.680384088,2212
8357,jy_lovingworld,162,1913,TRUE,11.80864198,79
8358,mothership31,56,79,TRUE,1.410714286,207
8359,bubblesbtt,183,738,FALSE,4.032786885,0
8360,bforbrendy,3916,700,TRUE,0.17875383,5
8361,lucky.thrifty,2941,1461,FALSE,0.496769806,931
8362,ferline.wen,175,1632,TRUE,9.325714286,714
8363,laava_g,327,2436,TRUE,7.449541284,502
8364,kirbiefove,865,998,FALSE,1.153757225,431
8365,velarei,60,210,TRUE,3.5,170
8366,stephysim,8829,7105,FALSE,0.804734398,5063
8367,soeraksan,29,46,FALSE,1.586206897,23
8368,magang562,93,210,TRUE,2.258064516,112
8369,jaime2276,62,188,TRUE,3.032258065,27
8370,dawn.yeo,11,378,TRUE,34.36363636,0
8371,shopaholicdotsg,2326,5848,FALSE,2.514187446,16259
8372,puifong828,25,88,FALSE,3.52,0
8373,yuan.limin,3,1403,TRUE,467.6666667,0
8374,eunicekps,89,284,TRUE,3.191011236,138
8375,huiminne,117,554,TRUE,4.735042735,58
8376,fen5970,153,446,FALSE,2.91503268,4
8377,pramila_pam,1156,2320,FALSE,2.006920415,1420
8378,amandalim06,266,337,TRUE,1.266917293,433
8379,katzchan,603,1107,FALSE,1.835820896,1494
8380,lemonyhui,113,440,TRUE,3.89380531,9
8381,iwpokkagt,7,275,TRUE,39.28571429,61
8382,lydiaeng93,314,1227,FALSE,3.907643312,117
8383,heymeowzz,541,710,FALSE,1.312384473,42
8384,jazreelong,12,3514,TRUE,292.8333333,659
8385,happi.dance,245,199,TRUE,0.812244898,210
8386,zining,338,618,TRUE,1.828402367,400
8387,theresalentok,197,1067,TRUE,5.416243655,927
8388,crystellicious,179,453,TRUE,2.530726257,1078
8389,yhang.sison,42,465,TRUE,11.07142857,3
8390,stephainesohmingli,371,1901,TRUE,5.123989218,36
8391,nr.noirmerlot_,289,1989,TRUE,6.882352941,890
8392,vanessa.tan.5245,58,94,FALSE,1.620689655,1
8393,misscincin,230,1273,TRUE,5.534782609,713
8394,mosb_michelle,224,703,TRUE,3.138392857,41
8395,sharon.lim.900,10,327,TRUE,32.7,5
8396,tay.kitten,19,504,TRUE,26.52631579,0
8397,ayrin_am,133,1354,TRUE,10.18045113,93
8398,tootyger.joanne,2751,5205,FALSE,1.892039258,1822
8399,everlyne,280,406,TRUE,1.45,190
8400,muimui88.ng,36,315,TRUE,8.75,109
8401,xiaobai_sakura,147,335,TRUE,2.278911565,802
8402,kalaazz,97,473,TRUE,4.87628866,713
8403,not.a.namex,33,474,TRUE,14.36363636,10
8404,cheezz67,330,145,TRUE,0.439393939,3690
8405,sona.peaches,528,834,TRUE,1.579545455,5
8406,maylfnails,1056,4219,FALSE,3.995265152,1243
8407,kitji,82,176,TRUE,2.146341463,213
8408,sereneteang,74,545,TRUE,7.364864865,443
8409,_feilixia_,507,433,TRUE,0.854043393,3
8410,dellynursah,202,588,FALSE,2.910891089,50
8411,crystal.wanderland,1477,1479,FALSE,1.001354096,413
8412,xxannxxfanna,389,1058,TRUE,2.719794344,122
8413,the.blimeybunny,1470,883,FALSE,0.600680272,104
8414,angiesegar_0410,572,1272,TRUE,2.223776224,912
8415,serena.wj,14,62,TRUE,4.428571429,7
8416,petitemummy84,211,395,TRUE,1.872037915,77
8417,20keke11,46,99,TRUE,2.152173913,38
8418,cuboidalcow,39,677,FALSE,17.35897436,3
8419,audreydlim,307,662,TRUE,2.156351792,342
8420,vivi_wee,48,486,TRUE,10.125,28
8421,devilser,1098,950,TRUE,0.865209472,2487
8422,amyng668,198,102,FALSE,0.515151515,13
8423,iamelisefoo,90,371,TRUE,4.122222222,3
8424,missy_charlene,90,371,TRUE,4.122222222,3
8425,moments0704,194,1432,TRUE,7.381443299,457
8426,rahimahb,103,121,FALSE,1.174757282,0
8427,vanvanessaaaa,1127,572,TRUE,0.507542147,267
8428,cy_lingtong,533,616,TRUE,1.155722326,306
8429,roserasid,139,828,TRUE,5.956834532,207
8430,secretsdemodel,24,308,FALSE,12.83333333,0
8431,rila_rafaella,9,856,TRUE,95.11111111,4
8432,jygan,342,915,TRUE,2.675438596,1696
8433,comicpopxoxo,26,85,TRUE,3.269230769,4
8434,lotus_997788,26,85,TRUE,3.269230769,4
8435,misswileen,352,4927,FALSE,13.99715909,5
8436,jingsg38,97,1155,TRUE,11.90721649,38
8437,jouiepineda,289,295,TRUE,1.020761246,42
8438,weishangoh,560,694,TRUE,1.239285714,120
8439,_cynthia.lee_,59,277,TRUE,4.694915254,0
8440,yvonnequak,49,97,TRUE,1.979591837,4
8441,michngjoylife,388,1052,TRUE,2.711340206,1405
8442,sukicat75,238,1169,FALSE,4.911764706,311
8443,reindeer2246,5,129,TRUE,25.8,0
8444,evaell77,17,205,TRUE,12.05882353,0
8445,tingzachmikaybert,322,519,TRUE,1.611801242,3756
8446,crystal.snowflakes.sg,27,20,FALSE,0.740740741,39
8447,iyis,192,619,TRUE,3.223958333,103
8448,follyvogue,596,2215,TRUE,3.716442953,1868
8449,cuttipieq,280,472,TRUE,1.685714286,1365
8450,chou.sylvia,59,148,TRUE,2.508474576,13
8451,mylene.sim,305,1252,FALSE,4.104918033,1161
8452,r.q.tan,287,1557,FALSE,5.425087108,32
8453,alee_2412,85,359,TRUE,4.223529412,33
8454,pebbbless,102,1006,TRUE,9.862745098,839
8455,fauziah.hussain.73,41,250,FALSE,6.097560976,1
8456,saralee772021,10,30,TRUE,3,0
8457,vivianysh,211,1180,TRUE,5.592417062,335
8458,the.second_child,93,263,TRUE,2.827956989,8
8459,sharkkie_17,115,255,TRUE,2.217391304,146
8460,carlettopie,115,255,TRUE,2.217391304,146
8461,___loveym___,249,748,TRUE,3.004016064,97
8462,jemsdream,53,227,TRUE,4.283018868,9
8463,tpeishiii,131,390,TRUE,2.977099237,444
8464,rosalindlqx,168,281,TRUE,1.672619048,160
8465,_legracious_,537,635,FALSE,1.182495345,1728
8466,yunshiiiiiiiii,46,142,TRUE,3.086956522,515
8467,mummy.shirley,228,526,FALSE,2.307017544,449
8468,kyckakycks,80,209,FALSE,2.6125,43
8469,elaine_gxf,431,800,FALSE,1.856148492,1152
8470,hweimin,182,899,TRUE,4.93956044,398
8471,christinegohh,136,1292,TRUE,9.5,863
8472,germybean,502,936,TRUE,1.864541833,3
8473,yyanlim,62,282,TRUE,4.548387097,566
8474,irisssng,17,199,TRUE,11.70588235,13
8475,noob_noob_wy,142,1720,TRUE,12.11267606,144
8476,nana_08141334,182,287,TRUE,1.576923077,36
8477,jinjin_0726,772,1026,TRUE,1.329015544,103
8478,patriciayaplc,412,754,FALSE,1.830097087,43
8479,cherylime,213,1670,TRUE,7.840375587,614
8480,hope.xiwang,208,363,FALSE,1.745192308,147
8481,sweetsourpod,1,659,TRUE,659,0
8482,tracy.chan.921,123,493,TRUE,4.008130081,162
8483,missy0prissy,123,816,TRUE,6.634146341,655
8484,irene.wong.77770,61,15,FALSE,0.245901639,0
8485,kkaijiaj,573,3243,TRUE,5.659685864,630
8486,22ching5,9,79,TRUE,8.777777778,9
8487,m33xiao,192,2177,TRUE,11.33854167,2160
8488,yktow,19,219,TRUE,11.52631579,85
8489,berrypw,130,591,TRUE,4.546153846,555
8490,unikraftunikraft,338,907,FALSE,2.683431953,123
8491,clar_ryn,66,124,TRUE,1.878787879,2
8492,sweet_shutters,42,620,TRUE,14.76190476,2563
8493,ani_jepun,139,693,TRUE,4.985611511,518
8494,diaryofmnm,177,160,FALSE,0.903954802,202
8495,jiltanct,139,351,FALSE,2.525179856,0
8496,missroseob_14,254,1386,TRUE,5.456692913,395
8497,kimsky1506,41,225,TRUE,5.487804878,185
8498,_sweet__h_0_n_y___crystals,1430,4935,FALSE,3.451048951,1291
8499,miyaxinhui,334,1331,TRUE,3.98502994,485
8500,littleredarmy,195,360,TRUE,1.846153846,276
8501,clarice_kaylie_4ever,191,363,TRUE,1.90052356,1
8502,iamyew,168,2713,TRUE,16.14880952,475
8503,reginetsm,412,1406,FALSE,3.412621359,9
8504,jennisphung,22,29,TRUE,1.318181818,1
8505,chrismohws,54,65,TRUE,1.203703704,9
8506,evelyn_612,1015,968,TRUE,0.953694581,76
8507,summernarrative,148,996,FALSE,6.72972973,104
8508,pixiethejrt,209,156,FALSE,0.746411483,133
8509,hhhuiqing,150,171,TRUE,1.14,267
8510,joleen.neelojqn,936,5638,TRUE,6.023504274,149
8511,_weeling_,100,778,TRUE,7.78,172
8512,youunice,483,1007,TRUE,2.084886128,660
8513,charmline_,1,782,TRUE,782,0
8514,vaneylee,555,712,TRUE,1.282882883,4
8515,regineong3,60,995,TRUE,16.58333333,636
8516,life_basic99,245,179,TRUE,0.730612245,13
8517,raihanarizqmohamed,765,2740,FALSE,3.581699346,2549
8518,ashleycai,203,161,TRUE,0.793103448,204
8519,shermine_lee,169,366,FALSE,2.165680473,6
8520,berrylollipops,67,576,TRUE,8.597014925,127
8521,carol.ojx,259,558,TRUE,2.154440154,190
8522,ccandyfull,249,723,TRUE,2.903614458,955
8523,yoonacass_mmalover,518,887,FALSE,1.712355212,6505
8524,etolynn,1274,1390,FALSE,1.091051805,1043
8525,jarm0316,231,403,FALSE,1.744588745,52
8526,wanting_cwt,102,164,FALSE,1.607843137,14
8527,neomacie,127,633,FALSE,4.984251969,23
8528,greyztwix,685,2438,TRUE,3.559124088,1491
8529,ca_mille,266,465,FALSE,1.748120301,98
8530,danny_verhaeghe,96,335,TRUE,3.489583333,7
8531,confident_trust_,80,445,FALSE,5.5625,47
8532,celest5863,15,172,TRUE,11.46666667,1
8533,crochet_bysha,111,110,FALSE,0.990990991,111
8534,angfion,135,272,TRUE,2.014814815,375
8535,hazelkung,59,355,TRUE,6.016949153,22
8536,bluishgal,728,1012,TRUE,1.39010989,467
8537,anaesa78,160,420,FALSE,2.625,105
8538,daphne_lurae,165,304,TRUE,1.842424242,27
8539,mindyourlanguagehoes,24,421,TRUE,17.54166667,185
8540,meiwsy830,1353,1277,TRUE,0.943828529,384
8541,alex_chan.n,126,1340,TRUE,10.63492063,16
8542,biscuitkeok,594,406,FALSE,0.683501684,880
8543,yeongg_,378,766,TRUE,2.026455026,1200
8544,ying___0319,369,375,TRUE,1.016260163,235
8545,_zea.sy,407,3167,FALSE,7.781326781,2
8546,wendy_tan,116,2093,TRUE,18.04310345,217
8547,jetansg,301,1692,TRUE,5.621262458,154
8548,alicerk,103,474,TRUE,4.601941748,475
8549,yysushi.rice,5051,976,FALSE,0.193229064,70
8550,d.sh.tan,173,803,TRUE,4.641618497,1165
8551,xiiaocher,619,2900,TRUE,4.684975767,508
8552,leona_low,297,1251,TRUE,4.212121212,213
8553,yukikock824,946,1539,TRUE,1.626849894,156
8554,lilydoubleu,417,1309,TRUE,3.139088729,790
8555,serene5566,431,2145,FALSE,4.976798144,65
8556,crystal_stones_carving,493,2581,FALSE,5.235294118,263
8557,koori00,49,400,TRUE,8.163265306,318
8558,meteorice,22,705,TRUE,32.04545455,322
8559,agnessyy,1159,1056,FALSE,0.911130285,62
8560,amirrta_m,280,1589,TRUE,5.675,388
8561,kellytangloves,169,164,TRUE,0.970414201,561
8562,xaverychenxx,208,365,FALSE,1.754807692,36
8563,queenoffoodhut,619,950,TRUE,1.534733441,1593
8564,sentimentalsheep,207,300,FALSE,1.449275362,50
8565,eileentanling,177,599,TRUE,3.384180791,1263
8566,fishcrystals,2882,854,FALSE,0.296321999,101
8567,pammiethia,247,1804,TRUE,7.303643725,194
8568,juuhnel,303,687,FALSE,2.267326733,10
8569,carteeka_,609,676,TRUE,1.11001642,2591
8570,crystal.wishlist_v,389,296,FALSE,0.76092545,35
8571,crz.stars,160,109,FALSE,0.68125,62
8572,sc_vstd,123,85,TRUE,0.691056911,161
8573,its_me_caren,393,1786,TRUE,4.544529262,530
8574,et_ml_chaoahlian,136,426,TRUE,3.132352941,214
8575,jjerraine,267,1244,TRUE,4.65917603,1151
8576,karynkhoo,188,491,TRUE,2.611702128,273
8577,doreen.lim.311,56,57,FALSE,1.017857143,0
8578,tulips1178,2,63,FALSE,31.5,1
8579,leeya3869,80,340,FALSE,4.25,0
8580,joyceongyy,405,1665,FALSE,4.111111111,3
8581,jessieyapsg,140,142,FALSE,1.014285714,6
8582,jdtazir,255,533,TRUE,2.090196078,377
8583,nicolko,86,251,TRUE,2.918604651,202
8584,fluffywhitefurballs,0,15,TRUE,15,0
8585,lurv_thyself,154,369,TRUE,2.396103896,682
8586,gnanaej,58,3360,TRUE,57.93103448,109
8587,rachee,472,797,TRUE,1.688559322,1659
8588,princessdiana0401,8,262,TRUE,32.75,0
8589,67andreaaa,1464,860,FALSE,0.587431694,387
8590,miyang0805,18,136,FALSE,7.555555556,1
8591,jang_hee_bin,709,4832,TRUE,6.815232722,16
8592,clumsycharmaine,220,846,TRUE,3.845454545,434
8593,kennie_juby_rane_jim,53,515,TRUE,9.716981132,239
8594,brenda_ang,275,1336,TRUE,4.858181818,654
8595,_reepunzel,523,563,TRUE,1.076481836,693
8596,sarahkitty.75,102,94,FALSE,0.921568627,0
8597,yoojia13,26,1246,TRUE,47.92307692,49
8598,boaddicted,322,2874,TRUE,8.925465839,869
8599,stone1987,185,648,TRUE,3.502702703,143
8600,magleeeee,460,704,TRUE,1.530434783,15
8601,c.piggy,593,842,FALSE,1.41989882,479
8602,val.chl,243,286,TRUE,1.176954733,6
8603,ivypnlee,125,110,FALSE,0.88,32
8604,anastasia_ho,174,894,TRUE,5.137931034,347
8605,_keresteen,125,420,TRUE,3.36,682
8606,sxueee,1079,2309,FALSE,2.139944393,1509
8607,micmic.ho,107,1660,TRUE,15.51401869,752
8608,rehtse1112,225,382,FALSE,1.697777778,1892
8609,elsietanghl,168,246,TRUE,1.464285714,10
8610,veryeng,3076,1877,TRUE,0.610208062,4105
8611,melissajaneferosha,35847,1996,FALSE,0.055681089,3210
8612,winnie.ow,394,1089,TRUE,2.763959391,1038
8613,boenchia,297,1293,FALSE,4.353535354,186
8614,jjin9junn,341,1213,FALSE,3.557184751,1232
8615,ahyen1219,358,432,TRUE,1.206703911,680
8616,crystal_wholesale_wei,1645,4504,FALSE,2.737993921,375
8617,tshehui,69,537,TRUE,7.782608696,2454
8618,ganweiling,244,617,TRUE,2.528688525,91
8619,joellechanlow,51,122,TRUE,2.392156863,118
8620,joyce.kuek,25,18,FALSE,0.72,1
8621,missyeow,312,663,FALSE,2.125,1191
8622,leekaren138,46,33,TRUE,0.717391304,0
8623,panida3207,49,109,TRUE,2.224489796,6
8624,chen_meifang306,162,304,TRUE,1.87654321,125
8625,midnitekitty,228,469,TRUE,2.057017544,758
8626,chengchong64,41,901,TRUE,21.97560976,13
8627,anjoy26,252,237,TRUE,0.94047619,191
8628,ong.bs,192,1447,TRUE,7.536458333,217
8629,snowytigertaste,194,1566,FALSE,8.072164948,71
8630,wengxuehua82,634,3493,TRUE,5.509463722,268
8631,emilohps,105,96,FALSE,0.914285714,22
8632,khyangela,59,238,TRUE,4.033898305,9
8633,joanneisme2022,20,32,FALSE,1.6,9
8634,caramelhoppingdog,60,260,TRUE,4.333333333,166
8635,shirsim26,173,417,TRUE,2.410404624,1611
8636,_hnicolet,350,705,TRUE,2.014285714,10
8637,cheng2lee,28,36,TRUE,1.285714286,2
8638,sleeping_hero,82,336,TRUE,4.097560976,324
8639,carine.chong,158,292,TRUE,1.848101266,0
8640,krystaltyl,1218,1005,FALSE,0.825123153,126
8641,shuhui_eh,251,425,TRUE,1.693227092,2431
8642,evonneong2,0,93,TRUE,93,0
8643,aprilstardust,526,1034,TRUE,1.965779468,818
8644,sujing1709,193,1969,TRUE,10.20207254,145
8645,jacqsistar,316,3631,TRUE,11.49050633,791
8646,itsme.diianna,2731,1125,FALSE,0.411937019,1317
8647,lpgrace,465,535,TRUE,1.150537634,230
8648,bbchantel,344,361,TRUE,1.049418605,292
8649,rozz1410,167,592,TRUE,3.54491018,0
8650,weewidz,114,136,FALSE,1.192982456,203
8651,beeblebloops,363,1747,TRUE,4.812672176,653
8652,aidenandainsleighsmommy,506,689,TRUE,1.361660079,619
8653,llizzie__,479,367,TRUE,0.766179541,27
8654,krithi,1055,2511,TRUE,2.380094787,2090
8655,euniceteo11,176,922,TRUE,5.238636364,1124
8656,jas.0612,129,928,TRUE,7.19379845,870
8657,swzc.bw,994,613,TRUE,0.616700201,40
8658,zcelestekitty,176,988,TRUE,5.613636364,704
8659,ivybabe31,78,139,TRUE,1.782051282,50
8660,chenhsia_ng,166,856,TRUE,5.156626506,74
8661,zxiaoqiz,441,559,FALSE,1.267573696,385
8662,audreytisan,60,536,TRUE,8.933333333,0
8663,innix_,54,1052,TRUE,19.48148148,2286
8664,lady_who_doesnt_share_her_ig,43,94,TRUE,2.186046512,45
8665,lynnieee88,47,229,TRUE,4.872340426,3
8666,_aloveforstripes_,0,2651,TRUE,2651,13
8667,nettyfatty,1037,2685,TRUE,2.589199614,1346
8668,celia_meiqi,295,574,TRUE,1.945762712,518
8669,mspoh.j,191,908,TRUE,4.753926702,741
8670,wannxin,530,1157,TRUE,2.183018868,5023
8671,sourcream_kat,166,558,FALSE,3.361445783,113
8672,rachel_yunnn,339,629,FALSE,1.855457227,436
8673,ladymerm,360,665,TRUE,1.847222222,7
8674,rinanxy,1316,5031,TRUE,3.822948328,5
8675,chanchan.l.y,322,932,TRUE,2.894409938,7
8676,immapple,1582,978,TRUE,0.618204804,1534
8677,racheltehwt_,519,406,TRUE,0.782273603,1
8678,liviaoribel,197,447,TRUE,2.269035533,208
8679,cseng76,367,635,FALSE,1.730245232,262
8680,qystinaerin,42,3943,TRUE,93.88095238,101
8681,lihong0730,579,1102,FALSE,1.90328152,103
8682,uareshitty,15,576,TRUE,38.4,147
8683,xuanxuann,616,727,TRUE,1.180194805,296
8684,wouwou.id,26208,4266,FALSE,0.162774725,368
8685,joanwongwl,193,94,TRUE,0.487046632,278
8686,alicepang5757,173,710,TRUE,4.104046243,77
8687,bluepebble,132,847,TRUE,6.416666667,1021
8688,mak.maissg,2833,615,FALSE,0.217084363,103
8689,yingstagram2201,303,427,TRUE,1.409240924,254
8690,jasminewong98,204,551,TRUE,2.700980392,14
8691,asters.sg,295,2059,FALSE,6.979661017,105
8692,fongchee,197,342,TRUE,1.736040609,59
8693,happypollafan,29,695,TRUE,23.96551724,957
8694,applesnow2001,73,132,TRUE,1.808219178,23
8695,sunitha_ds,52,140,TRUE,2.692307692,389
8696,to_dolphin,198,2524,TRUE,12.74747475,201
8697,debbiesays_,454,1275,TRUE,2.808370044,372
8698,d0rtsie,666,1149,TRUE,1.725225225,151
8699,adelinehiew,200,459,TRUE,2.295,72
8700,veronicapjy,1148,917,TRUE,0.798780488,713
8701,skyealot,474,3434,FALSE,7.244725738,983
8702,tjauw.henny,505,1520,TRUE,3.00990099,1813
8703,linda_deen,132,597,TRUE,4.522727273,2612
8704,jasmine3103,475,2329,TRUE,4.903157895,18
8705,ita.azalea,211,1180,TRUE,5.592417062,14
8706,nzfyyyy_,379,443,TRUE,1.168865435,21
8707,law.felicia,66,661,TRUE,10.01515152,49
8708,crystalsfanatic,3,29,TRUE,9.666666667,0
8709,sabbysotong,184,287,TRUE,1.559782609,3571
8710,jenniferkok71,73,2317,TRUE,31.73972603,0
8711,ylwee,98,495,TRUE,5.051020408,8
8712,meizhen060690,7,21,TRUE,3,0
8713,selenegohps,168,366,TRUE,2.178571429,161
8714,kiki_lala26,157,541,TRUE,3.445859873,134
8715,lynes_che,87,180,TRUE,2.068965517,157
8716,peiyingloves,143,628,TRUE,4.391608392,168
8717,kokotrufflez,279,1478,TRUE,5.297491039,343
8718,jeanne_lky,801,1872,TRUE,2.337078652,364
8719,elizxatay,289,561,TRUE,1.941176471,997
8720,jyckh,1540,2700,FALSE,1.753246753,1779
8721,afaf.bawazier,397,1360,TRUE,3.425692695,121
8722,chuadio,43,391,TRUE,9.093023256,7
8723,achubukaka,5895,1205,FALSE,0.204410517,235
8724,kaykhaingwin167843,66,67,FALSE,1.015151515,0
8725,min.x.xx,1010,998,FALSE,0.988118812,3653
8726,chuyan82,32,102,TRUE,3.1875,0
8727,sabbychia,313,814,TRUE,2.600638978,1941
8728,teh.josephine,681,471,FALSE,0.691629956,140
8729,chelsxxlin,216,449,TRUE,2.078703704,330
8730,shihui96_,412,952,TRUE,2.310679612,146
8731,tricia__yang,612,1759,TRUE,2.874183007,175
8732,nang_nyp,319,477,TRUE,1.495297806,25
8733,dowinlee_,718,997,FALSE,1.388579387,870
8734,hysbbygirlforever_,97,455,TRUE,4.690721649,0
8735,phyphyxie,770,1234,FALSE,1.602597403,265
8736,shxfa_shariff_,530,1535,TRUE,2.896226415,22
8737,kat.stcl,484,1609,TRUE,3.324380165,29
8738,limyujun,151,2835,TRUE,18.77483444,55
8739,mykneeisalwayspain,15,686,TRUE,45.73333333,563
8740,chrispysk,163,532,TRUE,3.263803681,521
8741,aogway,43,288,TRUE,6.697674419,1331
8742,dbmy,543,843,FALSE,1.552486188,302
8743,heyoka.alchemy,517,504,FALSE,0.974854932,77
8744,lin_mei_shan,699,3376,TRUE,4.829756795,1731
8745,chongsiewhiong,19,6,FALSE,0.315789474,0
8746,wx_lim,808,907,TRUE,1.122524752,156
8747,melaaa_xp,92,141,TRUE,1.532608696,0
8748,hiihelloothere,0,48,TRUE,48,0
8749,joyce_piccolina,954,870,FALSE,0.911949686,38
8750,jelinechia,3186,2653,FALSE,0.832705587,502
8751,nailz_paradise,612,498,FALSE,0.81372549,575
8752,zhiyange,133,1566,TRUE,11.77443609,1139
8753,qingenyam,401,1084,TRUE,2.703241895,2
8754,_imjxn,388,425,FALSE,1.095360825,14
8755,thirtymay_30,756,954,FALSE,1.261904762,21
8756,tino0ot,591,1403,TRUE,2.37394247,937
8757,clavjav,41,266,TRUE,6.487804878,408
8758,h.pingg,119,301,TRUE,2.529411765,297
8759,winyting,245,557,TRUE,2.273469388,904
8760,michellelft,312,223,FALSE,0.71474359,68
8761,sh.op_97,106,2939,FALSE,27.72641509,0
8762,annalimsm,3121,435,TRUE,0.139378404,244
8763,jennychow1953,4,8,FALSE,2,0
8764,kay.leeco,12,149,FALSE,12.41666667,0
8765,_shzn_,483,2825,FALSE,5.848861284,50
8766,king.crystal242,428,857,FALSE,2.002336449,110
8767,candyang75,126,232,TRUE,1.841269841,203
8768,lunakvo,187,412,FALSE,2.203208556,85
8769,wanxin_belle,5393,4198,FALSE,0.778416466,1723
8770,calistar88,276,524,FALSE,1.898550725,337
8771,_mlenlashsg,29,100,FALSE,3.448275862,24
8772,attick18,823,1280,FALSE,1.555285541,1348
8773,xxsyazwinabilahxx,474,1758,TRUE,3.708860759,80
8774,nah_ellehcim,2,42,TRUE,21,0
8775,_pink_panther,11,49,TRUE,4.454545455,0
8776,celinecheng31,144,141,FALSE,0.979166667,9
8777,devonlau,49,697,TRUE,14.2244898,1456
8778,fis.wellnest,63,247,FALSE,3.920634921,0
8779,brownie_the_toy_poodle_,188,628,TRUE,3.340425532,644
